METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-04-16T10:47:11:085Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-04-16T11:10:10:131Z 39063 46235 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:11:131Z 39128 46369 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:12:131Z 38923 46147 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:13:131Z 38823 46104 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:14:131Z 38785 46092 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:15:131Z 38664 46020 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:16:131Z 38863 46244 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:17:131Z 38616 46038 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:18:131Z 38718 46188 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:19:131Z 38651 46164 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:20:131Z 38364 45897 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:21:131Z 38369 45909 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:22:131Z 38325 45867 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:23:131Z 38252 45861 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:24:131Z 38510 46135 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:25:131Z 38318 45944 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:26:131Z 38240 45892 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:27:131Z 38240 45882 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:28:131Z 38163 45840 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:29:131Z 38228 45879 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:30:131Z 38130 45810 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:31:131Z 38327 46035 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:32:131Z 38021 45722 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:33:131Z 38010 45724 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:34:131Z 37963 45683 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:35:131Z 37960 45686 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:36:131Z 37951 45660 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:37:131Z 37951 45655 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:38:131Z 37954 45780 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:39:131Z 37916 45603 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:40:131Z 37855 45555 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:41:131Z 37868 45558 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:42:131Z 37844 45541 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:43:131Z 37748 45461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:44:131Z 37754 45473 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:45:131Z 37729 45443 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:46:131Z 37721 45451 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:47:131Z 37730 45446 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:48:131Z 37672 45406 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:49:131Z 37702 45423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:50:131Z 37695 45422 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:51:131Z 37698 45410 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:52:131Z 37671 45411 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:53:131Z 37706 45418 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:54:131Z 37950 45668 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:55:131Z 37669 45393 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:56:131Z 37658 45397 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:57:131Z 37950 45661 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:58:131Z 37638 45365 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:59:131Z 37637 45365 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:00:131Z 37641 45370 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:01:131Z 37590 45332 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:02:131Z 37621 45363 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:03:131Z 37618 45354 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:04:131Z 37676 45407 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:05:131Z 37637 45400 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:06:131Z 37673 45421 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:07:131Z 37673 45426 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:08:131Z 37950 45704 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:09:131Z 37683 45414 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:10:131Z 37678 45414 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:11:131Z 37951 45678 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:12:131Z 37652 45408 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:13:131Z 37951 45657 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:14:131Z 37684 45426 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:15:131Z 37631 45396 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:16:131Z 37645 45389 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:17:131Z 37625 45381 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:18:131Z 37611 45355 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:19:131Z 37950 45681 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:20:131Z 37681 45427 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:21:131Z 37673 45437 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:22:131Z 37671 45438 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:23:131Z 37694 45460 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:24:131Z 37709 45474 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:25:131Z 37670 45443 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:26:131Z 37667 45427 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:27:131Z 37641 45421 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:28:131Z 37950 45704 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:29:131Z 37647 45426 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:30:131Z 37950 45707 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:31:131Z 37645 45423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:32:131Z 37950 45676 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:33:131Z 37693 45446 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:34:131Z 37635 45397 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:35:131Z 37650 45409 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:36:131Z 37628 45398 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:37:131Z 37605 45390 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:38:131Z 37636 45404 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:39:131Z 37563 45357 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:40:131Z 37643 45412 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:41:131Z 37568 45353 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:42:131Z 37950 45667 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:43:131Z 37541 45345 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:44:131Z 37576 45336 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:45:131Z 37557 45337 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:46:131Z 37597 45365 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:47:131Z 37559 45356 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:48:131Z 37551 45336 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:49:131Z 37600 45394 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:50:131Z 37647 45416 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:51:131Z 37583 45386 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:52:131Z 37941 45665 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:53:131Z 37611 45408 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:54:131Z 37923 45661 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:55:131Z 37601 45392 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:56:131Z 37606 45418 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:57:131Z 37628 45433 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:58:131Z 37616 45426 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:11:59:131Z 37595 45423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:00:131Z 37616 45412 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:01:131Z 37585 45424 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:02:131Z 37950 45704 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:03:131Z 37946 45716 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:04:131Z 37594 45426 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:05:131Z 37950 45740 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:06:131Z 37614 45452 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:07:131Z 37610 45458 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:08:131Z 37676 45518 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:09:131Z 37950 45781 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:10:131Z 37665 45526 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:11:131Z 37951 45803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:12:131Z 37699 45564 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:13:131Z 37727 45587 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:14:131Z 37724 45572 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:15:131Z 37758 45608 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:16:131Z 37782 45648 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:17:131Z 37740 45602 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:18:131Z 37740 45602 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:19:131Z 37803 45645 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:20:131Z 37777 45645 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:21:131Z 37782 45639 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:22:131Z 37781 45640 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:23:131Z 37772 45631 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:24:131Z 37771 45636 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:25:131Z 37825 45675 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:26:131Z 37792 45655 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:27:131Z 37776 45629 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:28:131Z 37720 45593 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:29:131Z 37749 45626 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:30:131Z 37802 45642 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:31:131Z 37744 45601 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:32:131Z 37695 45564 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:33:131Z 37698 45554 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:34:131Z 37950 45778 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:35:131Z 37640 45533 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:36:131Z 37680 45547 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:37:131Z 37626 45500 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:38:131Z 37601 45469 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:39:131Z 37535 45440 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:40:131Z 37565 45459 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:41:131Z 37608 45507 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:42:131Z 37608 45482 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:43:131Z 37945 45763 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:44:131Z 37578 45476 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:45:131Z 37564 45447 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:46:131Z 37580 45473 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:47:131Z 37556 45480 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:48:131Z 37627 45509 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:49:131Z 37950 45772 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:50:131Z 37580 45474 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:51:131Z 37552 45446 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:52:131Z 37605 45481 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:53:131Z 37572 45462 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:54:131Z 37564 45456 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:55:131Z 37557 45447 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:56:131Z 37590 45466 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:57:131Z 37573 45472 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:58:131Z 37584 45490 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:12:59:131Z 37576 45480 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:00:131Z 37626 45505 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:01:131Z 37579 45474 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:02:131Z 37950 45796 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:03:131Z 37653 45531 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:04:131Z 37950 45794 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:05:131Z 37525 45415 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:06:131Z 37567 45454 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:07:131Z 37486 45408 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:08:131Z 37945 45763 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:09:131Z 37512 45410 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:10:131Z 37520 45416 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:11:131Z 37866 45713 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:12:131Z 37447 45363 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:13:131Z 37477 45373 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:14:131Z 37460 45366 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:15:131Z 37458 45358 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:16:131Z 37458 45362 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:17:131Z 37406 45331 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:18:131Z 37423 45325 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:19:131Z 37398 45332 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:20:131Z 37446 45346 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:21:131Z 37447 45347 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:22:131Z 37442 45331 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:23:131Z 37385 45301 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:24:131Z 37477 45344 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:25:131Z 37433 45311 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:26:131Z 37414 45296 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:27:131Z 37433 45328 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:28:131Z 37442 45335 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:29:131Z 37460 45353 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:30:131Z 37484 45381 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:31:131Z 37451 45347 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:32:131Z 37518 45407 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:33:131Z 37504 45415 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:34:131Z 37557 45456 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:35:131Z 37565 45461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:36:131Z 37590 45472 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:37:131Z 37552 45448 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:38:131Z 37521 45415 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:39:131Z 37519 45423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:40:131Z 37546 45443 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:41:131Z 37541 45432 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:42:131Z 37543 45443 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:43:131Z 37517 45436 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:44:131Z 37947 45798 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:45:131Z 37545 45471 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:46:131Z 37563 45483 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:47:131Z 37567 45485 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:48:131Z 37613 45521 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:49:131Z 37618 45531 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:50:131Z 37624 45535 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:51:131Z 37950 45820 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:52:131Z 37634 45552 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:53:131Z 37685 45585 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:54:131Z 37671 45595 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:55:131Z 37702 45634 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:56:131Z 37950 45875 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:57:131Z 37689 45620 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:58:131Z 37793 45716 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:13:59:131Z 37751 45674 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:00:131Z 37804 45723 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:01:131Z 37769 45692 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:02:131Z 37797 45730 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:03:131Z 37841 45768 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:04:131Z 37951 45941 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:05:131Z 37834 45742 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:06:131Z 37872 45786 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:07:131Z 37841 45766 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:08:131Z 37918 45825 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:09:131Z 37884 45809 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:10:131Z 37923 45832 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:11:131Z 37873 45819 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:12:131Z 37914 45829 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:13:131Z 37932 45835 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:14:131Z 37863 45801 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:15:131Z 37809 45757 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:16:131Z 37828 45773 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:17:131Z 37826 45776 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:18:131Z 37808 45754 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:19:131Z 37951 45985 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:20:131Z 37822 45785 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:21:131Z 37811 45778 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:22:131Z 37816 45791 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:23:131Z 37951 45985 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:24:131Z 37817 45756 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:25:131Z 37950 45966 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:26:131Z 37731 45681 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:27:131Z 37678 45635 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:28:131Z 37687 45641 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:29:131Z 37609 45555 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:30:131Z 37675 45608 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:31:131Z 37626 45591 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:32:131Z 37626 45597 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:33:131Z 37603 45571 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:34:131Z 37577 45551 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:35:131Z 37950 45883 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:36:131Z 37586 45565 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:37:131Z 37572 45557 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:38:131Z 37616 45586 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:39:131Z 37950 45860 50601 50601 50601 50601 50601 50601 50601 50601 65234
