METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-02-26T10:14:01:032Z
DATA
TIME L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11
2025-02-26T10:26:52:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:58:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:26:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:00:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:01:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:03:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:04:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:05:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:07:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:14:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:25:050Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:31:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:33:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:36:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:37:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:38:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:41:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:45:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:46:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:48:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:49:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:51:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:52:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:58:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:27:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:00:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:01:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:03:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:04:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:05:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:07:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:12:052Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:14:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:31:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:33:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:36:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:37:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:38:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:41:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:45:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:46:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:48:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:49:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:51:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:52:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:58:051Z 42813 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:28:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:00:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:01:051Z 42219 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:02:051Z 43141 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:03:051Z 39670 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:04:051Z 38310 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:05:051Z 37485 50261 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:06:051Z 38380 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:07:051Z 40089 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:08:051Z 41091 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:09:051Z 39640 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:10:051Z 37801 50021 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:11:051Z 41346 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:12:051Z 40930 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:13:051Z 40385 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:14:051Z 39330 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:15:051Z 37379 50291 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:16:051Z 38080 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:17:051Z 39115 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:18:051Z 46141 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:19:051Z 45815 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:20:051Z 47029 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:21:051Z 45725 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:22:051Z 44171 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:23:051Z 43673 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:24:051Z 43494 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:25:051Z 34532 43633 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:26:051Z 44083 50278 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:27:051Z 50530 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:28:051Z 50568 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:29:051Z 50526 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:31:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:33:051Z 50510 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:36:051Z 50185 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:37:051Z 50546 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:38:051Z 47068 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:39:051Z 49009 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:41:051Z 45741 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:45:051Z 49621 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:46:051Z 50434 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:48:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:49:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:51:051Z 50386 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:52:051Z 49789 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:54:051Z 49704 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:56:051Z 48042 50339 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:58:051Z 49800 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:29:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:00:051Z 48365 50186 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:01:051Z 47964 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:03:051Z 50108 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:04:051Z 49704 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:05:051Z 50489 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:06:051Z 48446 50529 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:07:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:09:051Z 47579 49961 50601 50601 50601 50601 50316 50343 50392 50601 50601 50601
2025-02-26T10:30:10:051Z 42584 49774 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:12:051Z 48425 50095 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:13:051Z 49395 50216 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:14:051Z 43993 49966 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:15:051Z 48226 50579 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:30:16:051Z 48512 49171 50068 50168 50601 50601 50601 50601 50601 50601 50601 50601
